deviceId,timestamp,opticalR,opticalG,opticalB,conductivityMv,purityPercentage,hexCode
Milk,1782226786000,197,200,202,1835,90.00,#C5C8CA
Milk,1782226786000,193,197,208,1830,90.00,#C1C5D0
Milk,1782226786000,198,203,205,1833,90.00,#C6CBCD
Milk,1782226786000,193,203,208,1838,90.00,#C1CBD0
Milk,1782226785000,192,199,203,1832,90.00,#C0C7CB
Milk,1782226785000,192,201,203,1833,90.00,#C0C9CB
Milk,1782226785000,195,203,208,1828,90.00,#C3CBD0
Milk,1782226785000,194,198,204,1836,90.00,#C2C6CC
Milk,1782226785000,196,202,208,1827,90.00,#C4CAD0
Milk,1782226784000,196,200,202,1834,90.00,#C4C8CA
Milk,1782226784000,196,201,206,1841,90.00,#C4C9CE
Milk,1782226784000,193,197,206,1840,90.00,#C1C5CE
Milk,1782226784000,198,203,204,1830,90.00,#C6CBCC
Milk,1782226784000,196,202,207,1826,90.00,#C4CACF
Milk,1782226783000,194,198,204,1829,90.00,#C2C6CC
Milk,1782226783000,194,198,202,1835,90.00,#C2C6CA
Milk,1782226783000,198,198,206,1834,90.00,#C6C6CE
Milk,1782226783000,196,203,205,1833,90.00,#C4CBCD
Milk,1782226783000,198,197,208,1838,90.00,#C6C5D0
Milk,1782226782000,198,201,202,1825,90.00,#C6C9CA
Milk,1782226782000,194,200,207,1833,90.00,#C2C8CF
Milk,1782226782000,194,203,202,1840,90.00,#C2CBCA
Milk,1782226782000,198,200,205,1845,90.00,#C6C8CD
Milk,1782226782000,195,201,204,1825,90.00,#C3C9CC
Milk,1782226781000,195,198,205,1841,90.00,#C3C6CD
Milk,1782226781000,195,200,203,1839,90.00,#C3C8CB
Milk,1782226781000,196,201,202,1837,90.00,#C4C9CA
Milk,1782226781000,194,202,202,1826,90.00,#C2CACA
Milk,1782226781000,192,201,202,1833,90.00,#C0C9CA
Milk,1782226780000,197,199,203,1844,90.00,#C5C7CB
Milk,1782226780000,193,198,204,1845,90.00,#C1C6CC
Milk,1782226780000,198,198,207,1827,90.00,#C6C6CF
Milk,1782226780000,192,198,204,1835,90.00,#C0C6CC
Milk,1782226780000,198,199,207,1828,90.00,#C6C7CF
Milk,1782226779000,195,197,202,1828,90.00,#C3C5CA
Milk,1782226779000,192,198,203,1832,90.00,#C0C6CB
Milk,1782226779000,196,201,205,1844,90.00,#C4C9CD
Milk,1782226779000,195,201,207,1838,90.00,#C3C9CF
Milk,1782226779000,194,199,208,1834,90.00,#C2C7D0
Milk,1782226778000,198,203,207,1837,90.00,#C6CBCF
Milk,1782226778000,195,200,202,1843,90.00,#C3C8CA
Milk,1782226778000,195,197,207,1839,90.00,#C3C5CF
Milk,1782226778000,197,202,208,1843,90.00,#C5CAD0
Milk,1782226778000,197,198,207,1842,90.00,#C5C6CF
Milk,1782226777000,192,202,208,1829,90.00,#C0CAD0
Milk,1782226777000,195,201,207,1837,90.00,#C3C9CF
Milk,1782226777000,197,202,207,1842,90.00,#C5CACF
Milk,1782226777000,198,200,203,1834,90.00,#C6C8CB
Milk,1782226777000,193,203,204,1827,90.00,#C1CBCC
Milk,1782226776000,192,202,203,1843,90.00,#C0CACB
Milk,1782226776000,195,203,202,1843,90.00,#C3CBCA
Milk,1782226776000,195,202,205,1833,90.00,#C3CACD
Milk,1782226776000,194,203,207,1828,90.00,#C2CBCF
Milk,1782226776000,193,200,204,1837,90.00,#C1C8CC
Milk,1782226775000,195,203,208,1838,90.00,#C3CBD0
Milk,1782226775000,196,203,208,1831,90.00,#C4CBD0
Milk,1782226775000,192,197,205,1827,90.00,#C0C5CD
Milk,1782226775000,192,198,204,1828,90.00,#C0C6CC
Milk,1782226775000,193,199,203,1845,90.00,#C1C7CB
Milk,1782226774000,194,199,204,1840,90.00,#C2C7CC
Milk,1782226774000,194,202,203,1844,90.00,#C2CACB
Milk,1782226774000,196,200,202,1830,90.00,#C4C8CA
Milk,1782226774000,194,203,207,1833,90.00,#C2CBCF
Milk,1782226774000,196,201,205,1840,90.00,#C4C9CD
Milk,1782226773000,193,197,202,1843,90.00,#C1C5CA
Milk,1782226773000,195,197,202,1831,90.00,#C3C5CA
Milk,1782226773000,194,201,204,1833,90.00,#C2C9CC
Milk,1782226773000,194,202,203,1843,90.00,#C2CACB
Milk,1782226773000,193,197,203,1844,90.00,#C1C5CB
Milk,1782226772000,195,203,205,1826,90.00,#C3CBCD
Milk,1782226772000,198,197,207,1837,90.00,#C6C5CF
Milk,1782226772000,192,200,205,1843,90.00,#C0C8CD
Milk,1782226772000,194,198,204,1842,90.00,#C2C6CC
Milk,1782226772000,196,198,207,1828,90.00,#C4C6CF
Milk,1782226771000,198,198,208,1827,90.00,#C6C6D0
Milk,1782226771000,194,200,208,1827,90.00,#C2C8D0
Milk,1782226771000,197,201,202,1825,90.00,#C5C9CA
Milk,1782226771000,192,199,205,1826,90.00,#C0C7CD
Milk,1782226771000,194,198,205,1825,90.00,#C2C6CD
Milk,1782226770000,197,200,208,1839,90.00,#C5C8D0
Milk,1782226770000,192,198,202,1834,90.00,#C0C6CA
Milk,1782226770000,198,202,203,1834,90.00,#C6CACB
Milk,1782226770000,197,198,202,1843,90.00,#C5C6CA
Milk,1782226770000,196,203,205,1832,90.00,#C4CBCD
Milk,1782226769000,195,200,207,1835,90.00,#C3C8CF
Milk,1782226769000,196,200,208,1834,90.00,#C4C8D0
Milk,1782226769000,195,197,202,1834,90.00,#C3C5CA
Milk,1782226769000,197,198,205,1837,90.00,#C5C6CD
Milk,1782226769000,195,198,206,1825,90.00,#C3C6CE
Milk,1782226768000,196,200,207,1843,90.00,#C4C8CF
Milk,1782226768000,194,203,203,1843,90.00,#C2CBCB
Milk,1782226768000,195,202,206,1844,90.00,#C3CACE
Milk,1782226768000,198,202,207,1830,90.00,#C6CACF
Milk,1782226768000,197,197,206,1843,90.00,#C5C5CE
Milk,1782226767000,192,197,204,1828,90.00,#C0C5CC
Milk,1782226767000,192,198,208,1832,90.00,#C0C6D0
Milk,1782226767000,196,198,208,1837,90.00,#C4C6D0
Milk,1782226767000,196,200,207,1843,90.00,#C4C8CF
Milk,1782226767000,194,197,205,1828,90.00,#C2C5CD
Milk,1782226766000,195,199,204,1843,90.00,#C3C7CC
Milk,1782226766000,195,197,206,1825,90.00,#C3C5CE
Milk,1782226766000,196,203,202,1827,90.00,#C4CBCA
Milk,1782226766000,198,200,207,1841,90.00,#C6C8CF
Milk,1782226766000,192,198,206,1826,90.00,#C0C6CE
Milk,1782226765000,196,202,202,1845,90.00,#C4CACA
Milk,1782226765000,194,197,207,1840,90.00,#C2C5CF
Milk,1782226765000,197,203,202,1829,90.00,#C5CBCA
Milk,1782226765000,192,203,203,1830,90.00,#C0CBCB
Milk,1782226765000,196,200,204,1841,90.00,#C4C8CC
Milk,1782226764000,192,199,202,1831,90.00,#C0C7CA
Milk,1782226764000,192,198,204,1842,90.00,#C0C6CC
Milk,1782226764000,197,198,205,1829,90.00,#C5C6CD
Milk,1782226764000,198,200,202,1838,90.00,#C6C8CA
Milk,1782226764000,192,199,206,1837,90.00,#C0C7CE
Milk,1782226763000,192,198,205,1833,90.00,#C0C6CD
Milk,1782226763000,193,198,205,1833,90.00,#C1C6CD
Milk,1782226763000,197,198,206,1833,90.00,#C5C6CE
Milk,1782226763000,192,199,203,1825,90.00,#C0C7CB
Milk,1782226763000,192,199,203,1830,90.00,#C0C7CB
Milk,1782226762000,195,202,202,1835,90.00,#C3CACA
Milk,1782226762000,198,200,206,1843,90.00,#C6C8CE
Milk,1782226762000,195,201,205,1831,90.00,#C3C9CD
Milk,1782226762000,198,201,206,1844,90.00,#C6C9CE
Milk,1782226762000,195,198,205,1837,90.00,#C3C6CD
Milk,1782226761000,196,198,203,1833,90.00,#C4C6CB
Milk,1782226761000,198,199,206,1840,90.00,#C6C7CE
Milk,1782226761000,194,201,202,1826,90.00,#C2C9CA
Milk,1782226761000,198,200,202,1829,90.00,#C6C8CA
Milk,1782226761000,193,198,204,1831,90.00,#C1C6CC
Milk,1782226760000,194,199,206,1841,90.00,#C2C7CE
Milk,1782226760000,196,199,202,1829,90.00,#C4C7CA
Milk,1782226760000,192,198,206,1832,90.00,#C0C6CE
Milk,1782226760000,196,202,207,1832,90.00,#C4CACF
Milk,1782226760000,194,199,206,1837,90.00,#C2C7CE
Milk,1782226759000,192,200,206,1829,90.00,#C0C8CE
Milk,1782226759000,192,200,208,1829,90.00,#C0C8D0
Milk,1782226759000,198,201,204,1841,90.00,#C6C9CC
Milk,1782226759000,192,198,203,1840,90.00,#C0C6CB
Milk,1782226759000,193,197,208,1830,90.00,#C1C5D0
Milk,1782226758000,192,203,208,1833,90.00,#C0CBD0
Milk,1782226758000,194,203,208,1838,90.00,#C2CBD0
Milk,1782226758000,195,200,204,1845,90.00,#C3C8CC
Milk,1782226758000,193,199,206,1829,90.00,#C1C7CE
Milk,1782226758000,196,199,202,1830,90.00,#C4C7CA
Milk,1782226757000,198,200,203,1842,90.00,#C6C8CB
Milk,1782226757000,196,201,205,1842,90.00,#C4C9CD
Milk,1782226757000,195,199,203,1829,90.00,#C3C7CB
Milk,1782226757000,194,199,204,1829,90.00,#C2C7CC
Milk,1782226757000,195,197,202,1835,90.00,#C3C5CA
Milk,1782226756000,192,197,202,1835,90.00,#C0C5CA
Milk,1782226756000,195,200,203,1827,90.00,#C3C8CB
Milk,1782226756000,195,200,204,1831,90.00,#C3C8CC
Milk,1782226756000,193,197,205,1834,90.00,#C1C5CD
Milk,1782226756000,198,197,202,1833,90.00,#C6C5CA
Milk,1782226755000,196,197,203,1843,90.00,#C4C5CB
Milk,1782226755000,193,201,207,1840,90.00,#C1C9CF
Milk,1782226755000,194,200,207,1837,90.00,#C2C8CF
Milk,1782226755000,193,197,206,1830,90.00,#C1C5CE
Milk,1782226755000,194,201,206,1832,90.00,#C2C9CE
Milk,1782226754000,193,203,205,1828,90.00,#C1CBCD
Milk,1782226754000,192,200,207,1842,90.00,#C0C8CF
Milk,1782226754000,196,197,203,1833,90.00,#C4C5CB
Milk,1782226754000,194,200,203,1827,90.00,#C2C8CB
Milk,1782226754000,195,200,207,1831,90.00,#C3C8CF
Milk,1782226753000,195,202,202,1842,90.00,#C3CACA
Milk,1782226753000,198,198,204,1842,90.00,#C6C6CC
Milk,1782226753000,193,203,208,1831,90.00,#C1CBD0
Milk,1782226687000,197,198,208,1839,90.00,#C5C6D0
Milk,1782226686000,198,197,205,1826,90.00,#C6C5CD
Milk,1782226686000,194,197,207,1835,90.00,#C2C5CF
Milk,1782226686000,195,199,207,1828,90.00,#C3C7CF
Milk,1782226686000,194,198,204,1843,90.00,#C2C6CC
Milk,1782226686000,198,202,203,1839,90.00,#C6CACB
Milk,1782226685000,192,201,207,1832,90.00,#C0C9CF
Milk,1782226685000,194,202,205,1839,90.00,#C2CACD
Milk,1782226685000,192,201,208,1836,90.00,#C0C9D0
Milk,1782226685000,192,200,205,1839,90.00,#C0C8CD
Milk,1782226685000,195,201,204,1842,90.00,#C3C9CC
Milk,1782226684000,198,201,205,1835,90.00,#C6C9CD
Milk,1782226684000,196,202,208,1835,90.00,#C4CAD0
Milk,1782226684000,198,197,207,1830,90.00,#C6C5CF
Milk,1782226684000,197,198,202,1838,90.00,#C5C6CA
Milk,1782226684000,193,201,207,1845,90.00,#C1C9CF
Milk,1782226683000,198,200,203,1833,90.00,#C6C8CB
Milk,1782226683000,195,197,206,1830,90.00,#C3C5CE
Milk,1782226683000,197,200,206,1844,90.00,#C5C8CE
Milk,1782226683000,192,203,203,1842,90.00,#C0CBCB
Milk,1782226683000,192,200,203,1836,90.00,#C0C8CB
Milk,1782226682000,197,199,203,1840,90.00,#C5C7CB
Milk,1782226682000,193,202,208,1826,90.00,#C1CAD0
Milk,1782226682000,194,200,206,1842,90.00,#C2C8CE
Milk,1782226682000,197,199,205,1835,90.00,#C5C7CD
Milk,1782226682000,193,197,205,1845,90.00,#C1C5CD
Milk,1782226681000,195,203,208,1844,90.00,#C3CBD0
Milk,1782226681000,198,203,208,1843,90.00,#C6CBD0
Milk,1782226681000,195,202,208,1832,90.00,#C3CAD0
Milk,1782226681000,197,203,206,1837,90.00,#C5CBCE
Milk,1782226681000,192,197,203,1845,90.00,#C0C5CB
Milk,1782226680000,198,201,204,1826,90.00,#C6C9CC
Milk,1782226680000,194,197,208,1845,90.00,#C2C5D0
Milk,1782226680000,192,201,206,1833,90.00,#C0C9CE
Milk,1782226680000,195,201,204,1835,90.00,#C3C9CC
Milk,1782226680000,193,203,207,1827,90.00,#C1CBCF
Milk,1782226679000,197,199,205,1842,90.00,#C5C7CD
Milk,1782226679000,196,199,208,1826,90.00,#C4C7D0
Milk,1782226679000,198,198,202,1837,90.00,#C6C6CA
Milk,1782226679000,193,202,202,1843,90.00,#C1CACA
Milk,1782226679000,197,201,204,1832,90.00,#C5C9CC
Milk,1782226678000,197,199,203,1836,90.00,#C5C7CB
Milk,1782226678000,197,202,203,1834,90.00,#C5CACB
Milk,1782226678000,194,198,206,1834,90.00,#C2C6CE
Milk,1782226678000,195,197,205,1834,90.00,#C3C5CD
Milk,1782226678000,194,198,204,1832,90.00,#C2C6CC
Milk,1782226677000,196,199,204,1830,90.00,#C4C7CC
Milk,1782226677000,196,199,202,1832,90.00,#C4C7CA
Milk,1782226677000,195,198,208,1844,90.00,#C3C6D0
Milk,1782226677000,192,201,207,1826,90.00,#C0C9CF
Milk,1782226677000,192,203,203,1843,90.00,#C0CBCB
Milk,1782226676000,198,203,203,1829,90.00,#C6CBCB
Milk,1782226676000,195,202,204,1841,90.00,#C3CACC
Milk,1782226676000,198,197,202,1839,90.00,#C6C5CA
Milk,1782226676000,195,203,205,1839,90.00,#C3CBCD
Milk,1782226676000,194,202,206,1837,90.00,#C2CACE
Milk,1782226675000,198,199,208,1844,90.00,#C6C7D0
Milk,1782226675000,198,203,208,1844,90.00,#C6CBD0
Milk,1782226675000,192,198,208,1829,90.00,#C0C6D0
Milk,1782226675000,194,200,208,1832,90.00,#C2C8D0
Milk,1782226675000,192,199,204,1830,90.00,#C0C7CC
Milk,1782226674000,192,201,208,1845,90.00,#C0C9D0
Milk,1782226674000,195,197,206,1842,90.00,#C3C5CE
Milk,1782226674000,193,198,203,1832,90.00,#C1C6CB
Milk,1782226674000,193,200,203,1825,90.00,#C1C8CB
Milk,1782226674000,196,197,206,1843,90.00,#C4C5CE
Milk,1782226673000,195,202,206,1837,90.00,#C3CACE
Milk,1782226673000,192,200,206,1836,90.00,#C0C8CE
Milk,1782226673000,195,200,206,1837,90.00,#C3C8CE
Milk,1782226673000,197,200,205,1842,90.00,#C5C8CD
Milk,1782226673000,198,199,204,1827,90.00,#C6C7CC
Milk,1782226672000,196,199,208,1827,90.00,#C4C7D0
Milk,1782226672000,198,201,203,1826,90.00,#C6C9CB
Milk,1782226672000,197,203,206,1832,90.00,#C5CBCE
Milk,1782226672000,195,201,208,1834,90.00,#C3C9D0
Milk,1782226672000,195,201,202,1840,90.00,#C3C9CA
Milk,1782226671000,196,199,207,1837,90.00,#C4C7CF
Milk,1782226671000,193,197,207,1837,90.00,#C1C5CF
Milk,1782226671000,196,201,205,1832,90.00,#C4C9CD
Milk,1782226671000,195,199,202,1829,90.00,#C3C7CA
Milk,1782226671000,196,201,207,1831,90.00,#C4C9CF
Milk,1782226670000,198,203,206,1837,90.00,#C6CBCE
Milk,1782226670000,193,202,206,1839,90.00,#C1CACE
Milk,1782226670000,198,200,202,1838,90.00,#C6C8CA
Milk,1782226670000,194,203,207,1838,90.00,#C2CBCF
Milk,1782226670000,198,202,207,1830,90.00,#C6CACF
Milk,1782226669000,197,201,206,1837,90.00,#C5C9CE
Milk,1782226669000,196,203,208,1827,90.00,#C4CBD0
Milk,1782226669000,198,200,204,1842,90.00,#C6C8CC
Milk,1782226669000,192,202,204,1826,90.00,#C0CACC
Milk,1782226669000,192,202,203,1829,90.00,#C0CACB
Milk,1782226668000,198,197,203,1841,90.00,#C6C5CB
Milk,1782226668000,192,201,208,1836,90.00,#C0C9D0
Milk,1782226668000,194,202,208,1833,90.00,#C2CAD0
Milk,1782226668000,192,198,204,1827,90.00,#C0C6CC
Milk,1782226668000,196,202,205,1834,90.00,#C4CACD
Milk,1782226667000,192,202,208,1830,90.00,#C0CAD0
Milk,1782226667000,198,202,204,1843,90.00,#C6CACC
Milk,1782226667000,193,198,206,1845,90.00,#C1C6CE
Milk,1782226667000,196,201,206,1844,90.00,#C4C9CE
Milk,1782226667000,198,201,208,1844,90.00,#C6C9D0
Milk,1782226666000,196,197,205,1845,90.00,#C4C5CD
Milk,1782226666000,197,203,203,1839,90.00,#C5CBCB
Milk,1782226666000,194,201,206,1831,90.00,#C2C9CE
Milk,1782226666000,196,198,202,1842,90.00,#C4C6CA
Milk,1782226666000,196,198,207,1829,90.00,#C4C6CF
Milk,1782226665000,193,197,207,1835,90.00,#C1C5CF
Milk,1782226665000,198,200,205,1829,90.00,#C6C8CD
Milk,1782226665000,198,200,204,1833,90.00,#C6C8CC
Milk,1782226665000,196,197,208,1832,90.00,#C4C5D0
Milk,1782226665000,192,199,206,1830,90.00,#C0C7CE
Milk,1782226664000,198,197,206,1833,90.00,#C6C5CE
Milk,1782226664000,198,203,207,1829,90.00,#C6CBCF
Milk,1782226664000,195,203,207,1830,90.00,#C3CBCF
Milk,1782226664000,193,199,204,1825,90.00,#C1C7CC
Milk,1782226664000,194,199,206,1831,90.00,#C2C7CE
Milk,1782226663000,193,197,204,1829,90.00,#C1C5CC
Milk,1782226663000,196,200,206,1844,90.00,#C4C8CE
Milk,1782226663000,194,202,204,1833,90.00,#C2CACC
Milk,1782226663000,195,201,206,1834,90.00,#C3C9CE
Milk,1782226663000,197,199,208,1836,90.00,#C5C7D0
Milk,1782226662000,196,202,207,1845,90.00,#C4CACF
Milk,1782226662000,193,200,207,1828,90.00,#C1C8CF
Milk,1782226662000,196,199,207,1831,90.00,#C4C7CF
Milk,1782226662000,195,202,203,1828,90.00,#C3CACB
Milk,1782226662000,198,198,207,1842,90.00,#C6C6CF
Milk,1782226661000,193,197,202,1829,90.00,#C1C5CA
Milk,1782226661000,192,197,204,1840,90.00,#C0C5CC
Milk,1782226661000,193,202,203,1844,90.00,#C1CACB
Milk,1782226661000,198,199,205,1837,90.00,#C6C7CD
Milk,1782226661000,197,199,208,1838,90.00,#C5C7D0
Milk,1782226660000,198,198,208,1837,90.00,#C6C6D0
Milk,1782226660000,198,197,204,1825,90.00,#C6C5CC
Milk,1782226660000,192,199,206,1829,90.00,#C0C7CE
Milk,1782226660000,194,200,202,1828,90.00,#C2C8CA
Milk,1782226660000,195,202,207,1845,90.00,#C3CACF
Milk,1782226659000,195,203,203,1845,90.00,#C3CBCB
Milk,1782226659000,192,202,206,1833,90.00,#C0CACE
Milk,1782226659000,194,203,202,1834,90.00,#C2CBCA
Milk,1782226659000,194,200,205,1842,90.00,#C2C8CD
Milk,1782226659000,192,203,202,1841,90.00,#C0CBCA
Milk,1782226658000,195,203,205,1831,90.00,#C3CBCD
Milk,1782226658000,196,203,202,1838,90.00,#C4CBCA
Milk,1782226658000,192,197,207,1835,90.00,#C0C5CF
Milk,1782226658000,197,203,207,1840,90.00,#C5CBCF
Milk,1782226658000,193,197,207,1825,90.00,#C1C5CF
Milk,1782226657000,193,202,208,1833,90.00,#C1CAD0
Milk,1782226657000,195,199,203,1839,90.00,#C3C7CB
Milk,1782226657000,197,199,202,1844,90.00,#C5C7CA
Milk,1782226657000,192,203,203,1830,90.00,#C0CBCB
Milk,1782226657000,194,198,205,1844,90.00,#C2C6CD
Milk,1782226656000,197,202,206,1829,90.00,#C5CACE
Milk,1782226656000,195,202,202,1841,90.00,#C3CACA
Milk,1782226656000,195,201,204,1840,90.00,#C3C9CC
Milk,1782226656000,195,200,206,1828,90.00,#C3C8CE
Milk,1782226656000,195,198,204,1831,90.00,#C3C6CC
Milk,1782226655000,193,198,206,1825,90.00,#C1C6CE
Milk,1782226655000,196,199,203,1833,90.00,#C4C7CB
Milk,1782226655000,198,200,205,1845,90.00,#C6C8CD
Milk,1782226655000,192,200,207,1825,90.00,#C0C8CF
Milk,1782226655000,192,197,204,1833,90.00,#C0C5CC
Milk,1782226654000,196,201,205,1834,90.00,#C4C9CD
Milk,1782226654000,192,200,203,1833,90.00,#C0C8CB
Milk,1782226654000,194,202,202,1837,90.00,#C2CACA
Milk,1782226654000,192,197,204,1839,90.00,#C0C5CC
Milk,1782226654000,193,203,206,1839,90.00,#C1CBCE
Milk,1782226653000,194,202,205,1842,90.00,#C2CACD
Milk,1782226653000,193,197,206,1845,90.00,#C1C5CE
Milk,1782226653000,197,199,202,1827,90.00,#C5C7CA
Milk,1782226653000,192,202,203,1841,90.00,#C0CACB
Milk,1782226653000,195,200,206,1838,90.00,#C3C8CE
Milk,1782226652000,197,201,205,1837,90.00,#C5C9CD
Milk,1782226652000,193,202,208,1826,90.00,#C1CAD0
Milk,1782226652000,195,199,203,1830,90.00,#C3C7CB
Milk,1782226652000,195,203,202,1834,90.00,#C3CBCA
Milk,1782226652000,194,202,208,1827,90.00,#C2CAD0
Milk,1782226651000,198,203,204,1828,90.00,#C6CBCC
Milk,1782226651000,194,201,203,1840,90.00,#C2C9CB
Milk,1782226651000,198,201,205,1843,90.00,#C6C9CD
Milk,1782226651000,192,198,208,1830,90.00,#C0C6D0
Milk,1782226651000,197,201,206,1838,90.00,#C5C9CE
Milk,1782226650000,196,203,203,1827,90.00,#C4CBCB
Milk,1782226650000,192,199,206,1845,90.00,#C0C7CE
Milk,1782226650000,193,198,205,1845,90.00,#C1C6CD
Milk,1782226650000,198,201,204,1841,90.00,#C6C9CC
Milk,1782226650000,197,203,205,1845,90.00,#C5CBCD
Milk,1782226649000,198,198,208,1838,90.00,#C6C6D0
Milk,1782226649000,198,201,206,1830,90.00,#C6C9CE
Milk,1782226649000,198,197,204,1832,90.00,#C6C5CC
Milk,1782226649000,192,200,208,1843,90.00,#C0C8D0
Milk,1782226649000,192,197,208,1842,90.00,#C0C5D0
Milk,1782226648000,197,199,202,1831,90.00,#C5C7CA
Milk,1782226648000,194,203,204,1843,90.00,#C2CBCC
Milk,1782226648000,196,200,208,1837,90.00,#C4C8D0
Milk,1782226648000,194,203,206,1842,90.00,#C2CBCE
Milk,1782226648000,196,197,205,1845,90.00,#C4C5CD
Milk,1782226647000,195,202,204,1825,90.00,#C3CACC
Milk,1782226647000,196,201,205,1830,90.00,#C4C9CD
Milk,1782226647000,193,199,205,1827,90.00,#C1C7CD
Milk,1782226647000,194,202,207,1841,90.00,#C2CACF
Milk,1782226647000,192,201,206,1836,90.00,#C0C9CE
Milk,1782226646000,193,201,205,1844,90.00,#C1C9CD
Milk,1782226646000,193,200,205,1827,90.00,#C1C8CD
Milk,1782226646000,198,199,203,1834,90.00,#C6C7CB
Milk,1782226646000,198,202,206,1844,90.00,#C6CACE
Milk,1782226646000,196,203,205,1829,90.00,#C4CBCD
Milk,1782226645000,195,200,206,1842,90.00,#C3C8CE
Milk,1782226645000,193,199,203,1840,90.00,#C1C7CB
Milk,1782226645000,198,199,206,1842,90.00,#C6C7CE
Milk,1782226645000,197,197,206,1827,90.00,#C5C5CE
Milk,1782226645000,196,200,206,1840,90.00,#C4C8CE
Milk,1782226644000,196,201,203,1839,90.00,#C4C9CB
Milk,1782226644000,194,202,204,1825,90.00,#C2CACC
Milk,1782226644000,194,198,204,1837,90.00,#C2C6CC
Milk,1782226644000,194,202,205,1835,90.00,#C2CACD
Milk,1782226644000,193,197,205,1827,90.00,#C1C5CD
Milk,1782226643000,197,201,203,1841,90.00,#C5C9CB
Milk,1782226643000,193,199,203,1835,90.00,#C1C7CB
Milk,1782226643000,198,197,208,1826,90.00,#C6C5D0
Milk,1782226643000,196,203,205,1839,90.00,#C4CBCD
Milk,1782226643000,194,200,202,1829,90.00,#C2C8CA
Milk,1782226642000,193,201,204,1828,90.00,#C1C9CC
Milk,1782226642000,197,197,204,1835,90.00,#C5C5CC
Milk,1782226642000,195,199,206,1825,90.00,#C3C7CE
Milk,1782226642000,192,199,202,1829,90.00,#C0C7CA
Milk,1782226642000,195,202,203,1839,90.00,#C3CACB
Milk,1782226641000,193,200,204,1831,90.00,#C1C8CC
Milk,1782226641000,195,197,202,1837,90.00,#C3C5CA
Milk,1782226641000,192,202,206,1835,90.00,#C0CACE
Milk,1782226641000,196,200,206,1831,90.00,#C4C8CE
Milk,1782226641000,194,197,208,1839,90.00,#C2C5D0
Milk,1782226640000,196,200,208,1829,90.00,#C4C8D0
Milk,1782226640000,196,203,203,1833,90.00,#C4CBCB
Milk,1782226640000,194,201,206,1843,90.00,#C2C9CE
Milk,1782226251000,211,213,222,1940,100.00,#D3D5DE
Milk,1782226251000,210,216,221,1921,100.00,#D2D8DD
Milk,1782226250000,213,218,223,1934,100.00,#D5DADF
Milk,1782226250000,211,212,218,1929,100.00,#D3D4DA
Milk,1782226250000,213,213,221,1930,100.00,#D5D5DD
Milk,1782226250000,212,216,221,1936,100.00,#D4D8DD
Milk,1782226250000,212,213,219,1940,100.00,#D4D5DB
Milk,1782226249000,210,214,221,1925,100.00,#D2D6DD
Milk,1782226249000,212,212,218,1930,100.00,#D4D4DA
Milk,1782226249000,207,213,223,1926,100.00,#CFD5DF
Milk,1782226249000,213,217,219,1939,100.00,#D5D9DB
Milk,1782226249000,209,212,218,1934,100.00,#D1D4DA
Milk,1782226248000,207,217,220,1928,100.00,#CFD9DC
Milk,1782226248000,213,215,220,1929,100.00,#D5D7DC
Milk,1782226248000,208,217,221,1938,100.00,#D0D9DD
Milk,1782226248000,210,218,222,1924,100.00,#D2DADE
Milk,1782226248000,213,216,219,1923,100.00,#D5D8DB
Milk,1782226247000,208,212,222,1938,100.00,#D0D4DE
Milk,1782226247000,213,215,222,1923,100.00,#D5D7DE
Milk,1782226247000,207,214,221,1925,100.00,#CFD6DD
Milk,1782226247000,213,212,221,1935,100.00,#D5D4DD
Milk,1782226247000,207,213,219,1938,100.00,#CFD5DB
Milk,1782226246000,212,218,218,1921,100.00,#D4DADA
Milk,1782226246000,207,218,217,1926,100.00,#CFDAD9
Milk,1782226246000,208,218,217,1924,100.00,#D0DAD9
Milk,1782226246000,207,215,218,1920,100.00,#CFD7DA
Milk,1782226246000,213,214,217,1931,100.00,#D5D6D9
Milk,1782226245000,208,218,218,1938,100.00,#D0DADA
Milk,1782226245000,210,215,221,1932,100.00,#D2D7DD
Milk,1782226245000,211,212,222,1924,100.00,#D3D4DE
Milk,1782226245000,211,215,223,1929,100.00,#D3D7DF
Milk,1782226245000,210,213,220,1931,100.00,#D2D5DC
Milk,1782226244000,208,218,223,1925,100.00,#D0DADF
Milk,1782226244000,208,215,223,1931,100.00,#D0D7DF
Milk,1782226244000,207,213,217,1937,100.00,#CFD5D9
Milk,1782226244000,209,218,221,1921,100.00,#D1DADD
Milk,1782226244000,208,217,222,1920,100.00,#D0D9DE
Milk,1782226243000,213,214,218,1920,100.00,#D5D6DA
Milk,1782226243000,209,218,217,1929,100.00,#D1DAD9
Milk,1782226243000,207,216,221,1936,100.00,#CFD8DD
Milk,1782226243000,211,212,221,1933,100.00,#D3D4DD
Milk,1782226243000,208,215,223,1929,100.00,#D0D7DF
Milk,1782226242000,212,212,217,1940,100.00,#D4D4D9
Milk,1782226242000,211,213,221,1931,100.00,#D3D5DD
Milk,1782226242000,210,212,221,1939,100.00,#D2D4DD
Milk,1782226242000,210,216,223,1925,100.00,#D2D8DF
Milk,1782226242000,210,218,219,1940,100.00,#D2DADB
Milk,1782226241000,207,214,220,1920,100.00,#CFD6DC
Milk,1782226241000,209,218,222,1936,100.00,#D1DADE
Milk,1782226241000,208,213,217,1940,100.00,#D0D5D9
